rt,response,x,y,subject
0.732043569,1,0.639699631,0.133686984,0
0.635108774,1,0.955838229,0.299706597,0
1.471370106,1,-0.262914509,0.135794792,0
1.342225914,1,0.697703369,0.538116534,0
0.882327561,1,0.132737017,0.704228273,0
0.584482794,1,-0.101158807,-0.458562726,0
0.703248506,1,0.193042954,0.24153272,0
0.725313489,1,0.58700491,-0.767325073,0
0.748386984,1,-0.420716871,0.109005236,0
0.946411734,1,-0.64139238,-0.000554257,0
0.614639347,1,-0.209696169,0.808485477,0
0.575689887,1,0.756846798,0.570580499,0
0.721692626,-1,-0.017044265,-0.470586665,0
0.696197038,1,-0.939634508,-0.596906514,0
0.609899943,1,-0.351059664,0.322554119,0
0.561017309,1,-0.021248145,0.777215806,0
0.750534539,1,-0.413683431,0.657494755,0
1.458396559,-1,-0.636716554,-0.582885553,0
0.757500534,1,0.695268993,0.041124143,0
0.977342193,1,0.430626973,-0.857997029,0
0.621015732,1,-0.439113176,0.989221946,0
0.788855557,1,-0.57629159,0.326382854,0
0.724730973,1,-0.17361588,0.727299374,0
0.945867007,1,0.443201041,-0.563864749,0
0.71176291,1,-0.983218446,-0.912681953,0
0.699636226,1,0.56688256,-0.941537882,0
0.616622334,1,0.995145559,-0.4952992,0
0.692154293,1,-0.101962864,0.773171456,0
1.582223778,1,-0.08876706,0.702671888,0
0.769249146,1,0.254571803,0.463328764,0
1.796933179,-1,0.865965257,0.16718875,0
0.65596879,1,-0.493184295,0.781283445,0
0.879052584,1,-0.65382393,-0.776953657,0
1.057000344,1,-0.72932327,0.696917824,0
0.544898008,1,0.809812032,-0.535505628,0
1.458070402,1,-0.864155801,0.666947124,0
1.110178654,1,0.995848686,-0.838370499,0
0.663842683,1,0.634388324,0.443843523,0
0.842087691,1,0.879990748,-0.815439701,0
0.742266183,1,0.343700429,-0.089449534,0
0.914950852,1,-0.816766392,-0.98877081,0
0.597424065,1,0.070145152,0.89466641,0
0.657652144,1,0.089251181,-0.379574299,0
0.909339552,1,-0.169264641,-0.234139923,0
0.625317131,1,0.327604435,0.064372326,0
0.718248372,1,0.269666876,-0.407773492,0
0.753055041,1,-0.748512524,0.362340065,0
0.995544677,1,0.889367336,0.370140114,0
0.927347784,1,0.361508076,-0.008966108,0
0.629251395,1,0.644995961,0.088609668,0
2.240613823,1,-0.157528691,-0.876921817,0
0.935059493,1,0.831115608,0.081327108,0
1.066799526,1,-0.162424666,0.501180083,0
0.590234046,1,0.1703669,-0.505795234,0
1.15279222,1,0.289481435,-0.212320871,0
0.705538337,1,-0.41532437,-0.737719159,0
0.563165252,1,0.966654296,0.439301034,0
0.869904404,-1,-0.355470647,-0.601935254,0
0.640872662,1,-0.988133154,-0.124711243,0
0.953864818,1,0.570362475,-0.427639043,0
1.81830049,1,0.439450043,-0.603929197,0
1.074432199,1,0.875174891,-0.970225225,0
0.742715483,1,0.420570534,-0.97540058,0
1.613645082,1,0.326969003,-0.284514478,0
0.639748936,1,-0.30679788,0.839489909,0
0.700763588,1,0.07652654,-0.21604465,0
0.550563608,1,0.945829235,-0.347818153,0
1.013608162,1,0.015115927,-0.896702967,0
0.581936573,1,0.847637908,0.159880261,0
0.686431592,1,-0.475365719,0.639366848,0
0.723780458,1,0.21030481,0.484101361,0
0.667850559,1,0.127779771,-0.724626734,0
0.60466433,1,0.361351194,-0.195571231,0
0.915682678,1,0.596445346,0.279567307,0
1.141109948,-1,-0.023456571,-0.300156197,0
0.603815024,1,-0.443285724,0.310628518,0
0.818595295,1,-0.344428114,-0.951842643,0
2.376680498,1,-0.107940873,0.854559539,0
0.919412439,1,-0.494060792,0.805621329,0
1.839058046,1,0.236316493,-0.11310414,0
